,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
1635,ESL_CSGOc,87688395,17205,286.75,0.7856164383561643,55163,5096,135633,133014,4337609,True,False,English
1636,Froggen,87684135,30525,508.75,1.393835616438356,8940,2872,778256,9971,2311033,True,False,English
1637,CallMeKevin,87682170,26850,447.5,1.226027397260274,7509,3265,375235,252104,1989156,True,False,English
1638,BruceGreene,87649305,128010,2133.5,5.845205479452055,27888,684,178657,70544,3108631,True,False,English
1639,AnnieBot,87628365,102840,1714.0,4.695890410958904,2282,851,485313,17223,1656179,True,False,English
1640,TCEC_Chess_TV,87578280,508095,8468.25,23.20068493150685,1662,171,18574,4098,2748527,True,False,English
1641,Flavorr,87544440,31125,518.75,1.4212328767123288,14537,2812,91408,89158,2457729,True,False,Turkish
1642,thedragonfeeney,87534495,106260,1771.0,4.852054794520548,20777,823,98218,25029,2431945,True,False,English
1643,TaeRss,87430665,85155,1419.25,3.888356164383562,7240,1026,110190,19962,4834251,True,False,Russian
1644,Dukoth,87406920,177090,2951.5,8.086301369863014,2942,493,44677,29999,2815655,True,True,Portuguese
1645,nerdstgamers,87319140,42645,710.75,1.9472602739726028,41296,2047,105662,77505,4167103,True,False,English
1646,TROPS4,87229365,26805,446.75,1.223972602739726,11887,3253,25118,19152,11473384,True,False,German
1647,xXxTheFocuSxXx,86993670,39465,657.75,1.8020547945205478,34833,2203,203598,197085,3843214,True,True,Spanish
1648,귀마개 (falgwang),86962275,129000,2150.0,5.890410958904109,3079,673,34866,14899,2936757,True,False,Korean
1649,jamclub,86823990,103905,1731.75,4.744520547945205,3506,835,108535,28402,4974349,True,False,Russian
1650,Yann_Cj23,86811045,83025,1383.75,3.791095890410959,7102,1045,225207,78596,2312614,True,False,French
1651,GeneraL_HS_,86788290,141720,2362.0,6.471232876712329,2349,611,66272,28707,4373750,True,False,Russian
1652,ds_lily,86706735,110955,1849.25,5.066438356164384,15459,780,60367,39372,2865165,True,False,English
1653,Draskyl,86588925,160860,2681.0,7.345205479452055,3435,537,127087,-953,894431,True,False,English
1654,Suri,86583510,65085,1084.75,2.971917808219178,3848,1329,70672,40873,2631056,True,True,Hungarian
1655,Firebat,86495805,60195,1003.25,2.7486301369863013,5535,1436,290256,12291,1373095,True,False,English
1656,Nuke73,86308680,178605,2976.75,8.155479452054795,3413,482,64591,11492,6527479,True,False,Russian
1657,PandaTV,86276895,156060,2601.0,7.126027397260274,3258,552,172996,8217,3581931,True,True,English
1658,playhearthstonekr,86182920,18510,308.5,0.8452054794520548,24531,4655,86334,26043,2622697,True,False,Korean
1659,Insize,86128920,117945,1965.75,5.385616438356164,2967,729,45477,9081,2727848,True,True,Russian
1660,던ㅤ (dawnhs),86127540,77625,1293.75,3.5445205479452055,7139,1109,112625,11146,3313840,True,False,Korean
1661,carry_game,86113590,11790,196.5,0.5383561643835616,25614,7303,39697,38956,2113290,True,False,Chinese
1662,LucyYT10,86046930,90540,1509.0,4.134246575342465,3765,949,235598,206371,2809892,True,False,Spanish
1663,Cyqop,86029335,127755,2129.25,5.833561643835616,5407,672,44097,31659,1473706,True,False,French
1664,옥희토끼 (9321207_),86028600,133230,2220.5,6.083561643835616,9662,645,32710,25601,2712475,True,False,Korean
1665,EnriqueRamosGamer,85994790,66960,1116.0,3.0575342465753423,9003,1283,441234,356734,3764451,True,False,Spanish
1666,마뫄 (ma_mwa),85970430,63735,1062.25,2.91027397260274,4661,1348,203739,63223,2986954,True,False,Korean
1667,educatedearTW,85848795,62925,1048.75,2.8732876712328768,5629,1363,152707,51714,2748477,True,True,Turkish
1668,D3stri,85796250,88305,1471.75,4.032191780821917,11653,971,675231,360445,2930297,True,False,Spanish
1669,ProtonJon,85749435,55575,926.25,2.537671232876712,14310,1542,88074,8958,1302350,True,False,English
1670,JamieDrakeHD,85698360,95760,1596.0,4.372602739726028,7770,894,190257,95205,3283055,True,False,Portuguese
1671,Spyro_ZA,85687320,135105,2251.75,6.169178082191781,3193,633,18642,12390,2058062,True,False,English
1672,FFTBattleground,85627980,521415,8690.25,23.80890410958904,6711,163,16733,16528,592541,True,False,English
1673,RubberNinja,85624830,79890,1331.5,3.647945205479452,6573,1071,290708,84158,1514131,True,False,English
1674,VALECHOBERK,85597125,105495,1758.25,4.817123287671233,3508,810,41432,10927,3746603,True,False,German
1675,ilGattoSulTubo,85595670,90360,1506.0,4.126027397260274,5241,946,156157,45918,3643273,True,False,Italian
1676,Oatsngoats,85540425,96555,1609.25,4.408904109589041,2636,885,78377,20088,1164551,True,True,English
1677,heavyRainism,85489320,114975,1916.25,5.25,2649,743,177406,3150,2575520,True,False,Korean
1678,Morf_,85410630,110205,1836.75,5.032191780821917,6008,774,86497,11648,2237211,True,False,English
1679,rodrigobugado,85356675,137520,2292.0,6.279452054794521,3143,620,58984,24575,3200938,True,True,Portuguese
1680,steel,85319040,75465,1257.75,3.445890410958904,8037,1130,125802,83077,3156213,True,False,Russian
1681,Vlesk,85151175,33855,564.25,1.545890410958904,13192,2514,154622,95643,2117724,True,False,German
1682,我蔣西南 (kr1stw),85050900,31920,532.0,1.4575342465753425,5857,2663,29555,18472,2955372,True,True,Chinese
1683,Anjuna,84982170,49230,820.5,2.247945205479452,20324,1725,92892,73365,15288453,True,False,English
1684,TGLTN,84978375,137970,2299.5,6.3,3275,615,94950,68639,2679366,True,False,English
1685,MrFalll,84971730,149640,2494.0,6.832876712328767,5605,567,239725,122959,4743649,True,True,Portuguese
1686,D1rtyD3vil,84819045,164415,2740.25,7.507534246575342,1737,515,40705,11181,1443557,True,True,German
1687,tecoNe,84806745,87555,1459.25,3.997945205479452,6885,968,226356,92854,6465133,True,False,Turkish
1688,QTCinderella,84788805,76005,1266.75,3.4705479452054795,13806,1115,264463,170686,3292920,True,False,English
1689,Elspeth,84764265,53325,888.75,2.434931506849315,42238,1589,183473,24535,21892536,True,False,English
1690,Mr_Mammal,84719040,149835,2497.25,6.8417808219178085,3683,564,178473,9095,1458791,True,False,English
1691,1mpala,84714900,100770,1679.5,4.601369863013699,6138,840,274875,155709,7235107,True,False,Russian
1692,Drainys,84714405,118965,1982.75,5.432191780821918,3745,711,223953,17780,6040961,True,False,Russian
1693,ATT_OficiaL,84631650,162390,2706.5,7.4150684931506845,7055,520,126901,108807,3692069,True,True,Portuguese
1694,SouzaSoul,84631455,56250,937.5,2.5684931506849313,3428,1504,103506,88039,1205081,True,True,Portuguese
1695,Stahtistics_,84545925,197820,3297.0,9.032876712328767,2851,426,127418,70719,813126,True,True,English
1696,Reetlol,84534660,52365,872.75,2.3910958904109587,13599,1613,361894,312570,3349706,True,False,English
1697,김남봉 (kimnamsoon),84449970,75735,1262.25,3.458219178082192,6553,1114,108614,67725,1878875,True,False,Korean
1698,DavidDobrik,84374985,13410,223.5,0.6123287671232877,47233,6291,850476,766192,2561704,False,False,English
1699,JordanFisher,84086130,55350,922.5,2.5273972602739727,21172,1518,447983,199352,4297545,True,True,English
1700,Rainbow6FR,84054765,38415,640.25,1.7541095890410958,11467,2187,109325,41229,1232448,True,False,French
1701,NeskWgA,84027690,48405,806.75,2.2102739726027396,8189,1735,211679,86630,1837254,True,False,Portuguese
1702,ChaseShaco,84002400,90855,1514.25,4.148630136986301,3388,924,181211,39540,2094778,True,False,English
1703,BoxyFresh,83925195,79140,1319.0,3.6136986301369864,3482,1060,39002,32863,883363,True,True,English
1704,Smzinho,83921100,89970,1499.5,4.108219178082192,3139,932,175394,112906,2134632,True,True,Portuguese
1705,Exileshow,83816850,13815,230.25,0.6308219178082192,31914,6066,399394,358613,4659244,True,False,Russian
1706,Mews,83758020,136845,2280.75,6.248630136986302,3349,611,800388,638426,2432370,True,False,English
1707,jjjjoaco,83666505,22605,376.75,1.0321917808219179,41476,3700,772835,747127,3405004,True,False,Spanish
1708,Artosis,83529795,73995,1233.25,3.378767123287671,3312,1128,107050,26746,1320715,True,False,English
1709,delordione,83515095,84615,1410.25,3.8636986301369864,4650,986,99419,26712,1834114,True,True,Polish
1710,Arvius,83470995,153030,2550.5,6.987671232876712,1925,545,47619,2450,1021401,True,False,English
1711,라스좌 (ras_sama),83459475,67755,1129.25,3.0938356164383563,9321,1231,121156,100461,2874802,True,False,Korean
1712,awesamdude,83425275,13860,231.0,0.6328767123287671,49471,6018,647219,367543,2134779,True,False,English
1713,Slysssa,83353185,127920,2132.0,5.841095890410959,11234,651,73365,26367,1702157,True,False,English
1714,Luken,83352765,34905,581.75,1.5938356164383563,53443,2387,193320,143542,3924043,True,True,Spanish
1715,CyanidePlaysGames,83327175,83850,1397.5,3.828767123287671,8631,993,465445,57230,2192948,True,False,English
1716,SpeedrunsEspanol,83242575,69360,1156.0,3.1671232876712327,9160,1199,47049,10530,16935991,True,False,Spanish
1717,Dratnos,83208345,68580,1143.0,3.1315068493150684,5675,1212,55028,40635,2238809,True,False,English
1718,Subroza,83193960,45630,760.5,2.0835616438356164,7184,1822,232522,175540,3075905,True,False,English
1719,cristianghost,83187795,28815,480.25,1.3157534246575342,7113,2886,238965,203610,2199954,True,True,Spanish
1720,ATL770ER,82975980,93930,1565.5,4.289041095890411,4279,882,146539,47547,663778,True,True,English
1721,streamsbyTempl,82937715,100320,1672.0,4.580821917808219,12112,826,47866,49415,3201556,False,True,Russian
1722,RPGLimitBreak,82934175,71760,1196.0,3.276712328767123,30097,1155,121981,7353,5967822,True,False,English
1723,Sp4zie,82909320,65175,1086.25,2.9760273972602738,13364,1271,548332,14225,5636512,True,False,English
1724,ConnorEatsPants,82891815,53820,897.0,2.4575342465753423,65008,1539,397957,257313,2337710,True,False,English
1725,악녀 (bgirl_0),82732995,52560,876.0,2.4,5888,1573,441921,152298,2876411,True,False,Korean
1726,YAR_ki,82719540,181005,3016.75,8.265068493150684,3512,456,27657,9942,5971461,True,False,Russian
1727,Fitzyhere,82680570,80415,1340.25,3.671917808219178,4942,1027,193656,51099,1672396,True,False,English
1728,PointCrow,82535010,70635,1177.25,3.2253424657534246,4532,1167,169478,149380,1595760,True,False,English
1729,이초홍 (h920103),82474500,75495,1258.25,3.447260273972603,5420,1091,259733,86950,5681863,True,False,Korean
1730,lordsemilol,82345845,128550,2142.5,5.86986301369863,12244,640,143468,103706,2251039,True,False,Portuguese
1731,TaKeTV,82249710,72975,1216.25,3.3321917808219177,14490,1126,224696,1139,1500555,True,False,German
1732,Educated_Collins,82157250,106590,1776.5,4.867123287671233,5873,770,50163,16694,1185934,True,False,English
1733,TheBubbaArmy,82150905,91905,1531.75,4.196575342465754,6203,893,37472,4351,2146202,True,True,English
1734,HALtv,82038810,122880,2048.0,5.610958904109589,3499,667,109543,55261,1690929,True,False,Italian
1735,PurpleBixi,82031295,59025,983.75,2.6952054794520546,17634,1389,114952,75185,5509942,True,False,Turkish
1736,loud_leleo,81971865,67695,1128.25,3.091095890410959,10264,1210,504589,387855,3286103,True,True,Portuguese
1737,Fekah_,81968385,100575,1676.25,4.592465753424658,6583,814,79646,27073,1248429,True,True,French
1738,gonsabellla,81943290,69420,1157.0,3.16986301369863,24480,1179,441890,398359,8061510,True,True,Spanish
1739,Zrool,81937455,154800,2580.0,7.068493150684931,4307,528,52914,24345,2824714,True,False,Danish
1740,RandomBruceTV,81904605,180915,3015.25,8.26095890410959,4839,452,90599,33497,4326081,True,True,Polish
1741,Perrick,81815040,130560,2176.0,5.961643835616439,2856,626,129493,18444,2597967,True,False,German
1742,metashi12,81726315,73365,1222.75,3.35,4763,1113,63191,32511,3509058,True,True,German
1743,TRILLEBARTOM,81721185,98160,1636.0,4.482191780821918,2380,832,98453,12710,2018212,True,False,English
1744,notmes,81680310,138195,2303.25,6.31027397260274,5405,590,113156,30544,1882013,True,False,English
1745,Disnof,81634440,173730,2895.5,7.932876712328767,2016,469,30434,5736,706378,True,False,English
1746,DalasReview,81578865,38895,648.25,1.776027397260274,15163,2096,617477,396451,2711965,True,False,Spanish
1747,KSWINNIIE,81570720,211185,3519.75,9.643150684931507,3015,385,47560,26282,1393664,True,False,French
1748,k13tv,81550200,169140,2819.0,7.723287671232876,3111,481,64369,9275,2240276,True,True,Portuguese
1749,TenekeKafalar_TK,81287460,71340,1189.0,3.2575342465753425,4740,1138,201004,173242,2940190,True,False,Turkish
1750,Beardageddon,81235845,108660,1811.0,4.961643835616439,7369,747,99599,48538,1523259,True,True,English
1751,FroggedTV,81213420,502905,8381.75,22.963698630136985,14675,161,51730,1611,6059392,True,False,French
1752,마스카 (newmasca),81194295,228915,3815.25,10.452739726027398,4130,354,104231,-10364,2733267,True,False,Korean
1753,kurt0411,81151785,16305,271.75,0.7445205479452055,17748,4976,142446,52351,1063422,True,False,English
1754,SeriousGaming,80988225,391770,6529.5,17.889041095890413,1437,206,284721,-638,1875159,True,True,English
1755,Elite500,80975985,123885,2064.75,5.656849315068493,2942,653,164327,91732,2807362,True,True,English
1756,360Chrism,80909490,154635,2577.25,7.060958904109589,8544,522,117070,5824,2501983,True,False,English
1757,yvonnie,80817120,50055,834.25,2.2856164383561643,32584,1614,365137,245342,2820553,True,False,English
1758,isamuxlive,80780505,38865,647.75,1.7746575342465754,13341,2077,418033,150023,2916498,True,False,Polish
1759,ironmouse,80769255,38295,638.25,1.7486301369863013,9021,2108,362883,326001,2215640,True,True,English
1760,CapitaoMarulho,80669355,150300,2505.0,6.863013698630137,3709,536,151866,141716,3571592,True,False,Portuguese
1761,Herr_Currywurst,80650605,129300,2155.0,5.904109589041096,4679,623,125984,3976,2284304,True,True,German
1762,Sr_ThuliuM,80614665,164625,2743.75,7.517123287671233,4192,489,72672,44580,1854745,True,True,Portuguese
1763,응삼이 (dmdtkadl69),80612565,139725,2328.75,6.38013698630137,2955,576,39205,11818,1739956,True,False,Korean
1764,SR_Kaif,80526000,51135,852.25,2.334931506849315,4585,1574,160872,92309,1880524,True,False,English
1765,RotterdaM08,80524890,114435,1907.25,5.225342465753425,6002,703,122580,15655,1768986,True,False,English
1766,Bluddshed,80376300,159915,2665.25,7.302054794520548,4173,502,129507,16974,2184848,True,True,English
1767,egorkreed,80372865,11895,198.25,0.5431506849315069,47972,6756,425640,284036,3905285,True,False,Russian
1768,m989876525,80346030,163005,2716.75,7.443150684931507,5469,492,53497,8004,1924543,True,False,Chinese
1769,MattStaples,80265165,84135,1402.25,3.841780821917808,11516,953,93724,23829,1880173,True,False,English
1770,MissaSinfonia,80256255,3390,56.5,0.1547945205479452,42044,23674,1530681,808799,1437181,True,False,Spanish
1771,Juuu,80226600,117315,1955.25,5.3568493150684935,11326,683,128780,81602,672307,True,False,English
1772,Minion777,80211345,59460,991.0,2.7150684931506848,12152,1348,258580,139431,1516189,True,False,English
1773,FattyPillow,80164860,43680,728.0,1.9945205479452055,8788,1834,545531,86749,3037692,True,True,Czech
1774,fnxLNTC,80094780,38640,644.0,1.7643835616438357,10364,2072,396874,155593,4081110,True,True,Portuguese
1775,Gutfoxx,79859205,70800,1180.0,3.232876712328767,5915,1127,70425,24808,712898,True,False,English
1776,SdeSergi0,79820580,24210,403.5,1.1054794520547946,27950,3296,351725,351661,2925960,False,False,Spanish
1777,annadeniz,79792815,23595,393.25,1.0773972602739725,16018,3381,638903,591692,6866269,True,False,Turkish
1778,heyZeusHeresToast,79732440,100815,1680.25,4.603424657534247,3487,790,99625,21775,1038945,True,True,English
1779,seucreysonreborn,79633305,117090,1951.5,5.346575342465753,3689,679,71580,13519,1960176,True,True,Portuguese
1780,Cruelladk,79616490,153375,2556.25,7.0034246575342465,3129,518,42594,26129,3173222,True,False,French
1781,zybbr,79596765,50010,833.5,2.2835616438356166,4427,1591,49588,33211,6328920,False,False,Russian
1782,ErycTriceps,79584990,108330,1805.5,4.946575342465754,7789,734,563440,66131,5147263,True,False,English
1783,mob5tertv,79572315,62475,1041.25,2.8527397260273974,5942,1273,102465,18246,1694864,True,False,Russian
1784,SodaKite,79537365,94785,1579.75,4.328082191780822,3312,838,130748,13741,1568303,True,True,English
1785,MoDy_ALASMR,79454715,36480,608.0,1.6657534246575343,10024,2177,343556,297014,1384732,True,False,Arabic
1786,GTAWiseGuy,79394085,102000,1700.0,4.657534246575342,5117,777,73210,40140,1416856,True,True,English
1787,Baddie,79308345,122235,2037.25,5.581506849315068,15267,648,89647,63193,3505108,True,True,English
1788,PCH3LK1N,79283670,87885,1464.75,4.013013698630137,20368,901,326603,231310,5744520,False,False,Russian
1789,Kiaraakitty,79233045,105870,1764.5,4.8342465753424655,3669,747,152393,82683,3007091,True,True,English
1790,JoltzDude139,79228230,54225,903.75,2.4760273972602738,4384,1460,287526,56541,1421080,True,False,English
1791,매드라이프_ (lol_madlife),79204500,84075,1401.25,3.839041095890411,9618,941,260152,36595,4532712,True,False,Korean
1792,Nateos,79124865,62385,1039.75,2.8486301369863014,12815,1267,118491,87475,1759201,True,False,French
1793,imDBRAZ,79087905,123000,2050.0,5.616438356164384,5002,642,99071,48719,2230502,True,False,Portuguese
1794,Sunni,79066485,146100,2435.0,6.671232876712328,2372,540,197248,36296,2966057,True,False,English
1795,BOBLEGOB,78952875,108975,1816.25,4.976027397260274,5832,723,119010,17345,5063132,True,True,French
1796,LowPontiff,78879930,62040,1034.0,2.8328767123287673,9742,1271,17504,17399,106509,False,True,English
1797,TwincyTV,78848385,135210,2253.5,6.173972602739726,5270,582,64426,62638,1471813,True,True,French
1798,Athena,78670530,100455,1674.25,4.586986301369863,19680,782,358632,139181,2314621,True,False,English
1799,gwbps_en,78627075,7275,121.25,0.3321917808219178,53949,10807,56662,56605,14955949,True,False,English
1800,Eray,78507090,28440,474.0,1.2986301369863014,21501,2760,300670,141702,4164990,True,True,Turkish
1801,테디이 (t1_teddy),78458535,22965,382.75,1.0486301369863014,13709,3415,358281,159865,3893926,True,False,Korean
1802,shomaru7,78441570,100830,1680.5,4.604109589041096,6577,777,29612,20069,3566846,True,False,Japanese
1803,4LaNlol,78355875,308190,5136.5,14.072602739726028,3854,253,179712,88578,2226007,True,True,Portuguese
1804,ASMR_Marie,78284400,486165,8102.75,22.19931506849315,343,160,53885,43096,773239,True,False,English
1805,AyyItsChevy,78070380,164160,2736.0,7.495890410958904,7177,475,60991,36617,1213266,True,True,English
1806,yellowhat,77971575,117375,1956.25,5.359589041095891,3659,663,59980,18793,1404510,True,False,English
1807,ExcessiveProfanity,77913975,70035,1167.25,3.197945205479452,3637,1111,143990,10901,1451502,True,True,English
1808,BLASTtv,77892240,15720,262.0,0.7178082191780822,63632,4954,149024,73979,8609564,True,False,English
1809,GunnarDotA2,77843760,68475,1141.25,3.1267123287671232,5318,1136,70449,33404,1419732,True,True,English
1810,bokoen,77813295,72330,1205.5,3.302739726027397,3212,1075,104773,34769,1535337,True,True,English
1811,Ivan_Grieco,77761260,99105,1651.75,4.5253424657534245,13726,784,169463,122460,2578888,True,True,Italian
1812,ChipSa,77749380,62610,1043.5,2.8589041095890413,3384,1241,198941,52641,2053178,True,True,English
1813,Freneh,77735670,47805,796.75,2.1828767123287673,9239,1625,224730,131082,1425713,True,False,Italian
1814,adeptthebest,77608965,67620,1127.0,3.0876712328767124,12905,1147,301111,187545,3323398,True,False,English
1815,unlckyme,77594280,102495,1708.25,4.6801369863013695,14263,756,115104,15929,2145899,True,False,German
1816,KuruHS,77535840,129615,2160.25,5.918493150684932,3177,597,123523,43461,1789749,True,False,English
1817,chapotraphouse,77303955,169200,2820.0,7.726027397260274,33318,456,76434,38915,3351745,True,False,English
1818,까막 (smartcrow),77301060,244125,4068.75,11.147260273972602,2516,316,22334,3739,1377794,False,False,Korean
1819,VALORANT,77282100,32940,549.0,1.5041095890410958,22707,2345,251355,238872,4496394,True,False,English
1820,PePiiNeRO,77267595,82230,1370.5,3.754794520547945,6987,939,102805,14403,1968655,True,True,Spanish
1821,LyndonFPS,77217600,141225,2353.75,6.448630136986301,22426,546,290866,36400,1533930,True,True,English
1822,battlestategames,77201385,3855,64.25,0.17602739726027397,140252,20026,318911,239389,2247392,True,False,English
1823,LuisOrmenoa27,76967955,176235,2937.25,8.047260273972602,2236,436,128312,108411,5219249,True,False,Spanish
1824,Richard_Hammer,76895595,108975,1816.25,4.976027397260274,2693,705,179685,-4167,678511,True,True,English
1825,Rakyz,76856895,65730,1095.5,3.0013698630136987,3716,1168,123070,68290,2902610,True,False,Spanish
1826,bianquinha182,76818285,140100,2335.0,6.397260273972603,3182,548,128751,113717,2404905,True,False,Portuguese
1827,Maven,76581480,138705,2311.75,6.333561643835616,13290,551,144097,64903,1109410,True,True,English
1828,肉乙 (zoe_0601),76579035,71235,1187.25,3.2527397260273974,6001,1074,56346,17459,3846446,True,False,Chinese
1829,TeamLiquid,76553145,29880,498.0,1.3643835616438356,24037,2561,59762,46842,5626103,True,False,English
1830,蛇足 (dasoku_aniki),76519380,100155,1669.25,4.573287671232877,9026,763,53140,41018,1802444,True,False,Japanese
1831,anime_amv2021,76418100,392925,6548.75,17.94178082191781,1582,194,10805,38,2465349,False,False,English
1832,Shenpai,76398630,88710,1478.5,4.050684931506849,4148,860,250879,87538,1482212,True,False,English
1833,SASELANDIADIRECTOS,76342650,68700,1145.0,3.136986301369863,9250,1110,50558,25416,1200506,True,False,Spanish
1834,cogu,76337940,84405,1406.75,3.8541095890410957,12405,904,165203,105593,3040670,True,False,Portuguese
1835,AdcShiiro,76318065,129375,2156.25,5.907534246575342,5265,589,94242,55321,2520193,True,False,Spanish
1836,BudLight,76301775,14655,244.25,0.6691780821917809,60987,5206,51157,33772,30253663,True,True,English
1837,TeamSp00ky,76254525,84345,1405.75,3.8513698630136988,6689,903,290236,10430,1260029,True,False,English
1838,たぬき忍者 (tanukininja),76183620,98280,1638.0,4.487671232876712,3822,774,30123,6087,2130771,True,False,Japanese
1839,Scrub,76163490,60420,1007.0,2.758904109589041,4002,1260,312757,99232,2041919,True,True,English
1840,阿寧 (chiao622),76159425,109305,1821.75,4.991095890410959,3769,696,128140,25597,5466168,True,False,Chinese
1841,xEmtek,76132245,145530,2425.5,6.645205479452055,2437,522,35372,18617,2115238,True,False,Polish
1842,SuperMCGamer,76105440,59070,984.5,2.697260273972603,93565,1287,90243,-22,10445631,True,True,English
1843,Button,76096260,88125,1468.75,4.023972602739726,2878,863,190486,52770,1313179,True,False,English
1844,Kasix,76083300,110205,1836.75,5.032191780821917,2490,690,73516,33280,2814836,True,True,Polish
1845,공파리파 (gongparipa),76066170,87750,1462.5,4.006849315068493,11493,866,165257,136656,2106367,True,True,Korean
1846,AlexiaRaye,76041180,81015,1350.25,3.6993150684931506,44580,938,387577,53213,4818350,True,False,English
1847,카라멜_ (ca_ramel),76040370,98115,1635.25,4.48013698630137,3303,774,124897,14214,1809183,True,False,Korean
1848,n0thing,76022940,56670,944.5,2.5876712328767124,16009,1341,655167,120065,3449903,True,True,English
1849,WorldofTanks,75948885,29820,497.0,1.3616438356164384,23875,2546,194441,107735,9476164,True,True,English
1850,Jaxstyle,75645255,100560,1676.0,4.5917808219178085,5997,751,170192,52658,7641244,True,False,Danish
1851,IceManIsaac,75597315,74910,1248.5,3.4205479452054797,5568,1008,120578,107517,1015251,True,False,English
1852,Khonus,75573285,78645,1310.75,3.591095890410959,6057,960,56903,55043,2867316,True,False,Turkish
1853,jonny,75555240,164775,2746.25,7.523972602739726,6119,458,95652,75998,1191374,True,True,English
1854,するがモンキー (surugamonkey0113),75490545,153795,2563.25,7.022602739726027,3385,490,40855,17339,1721887,True,False,Japanese
1855,Oslo,75445530,109950,1832.5,5.02054794520548,5903,685,173141,107545,1924130,True,False,French
1856,MSStudio,75437970,63825,1063.75,2.914383561643836,4683,1181,19543,14453,1539499,False,True,Russian
1857,Fruktozka,75407160,54210,903.5,2.4753424657534246,13151,1390,186013,121888,4820348,True,True,Russian
1858,Fragstube,75374730,135540,2259.0,6.189041095890411,8741,555,53968,32464,4079772,True,False,German
1859,innerpsycho,75349920,57705,961.75,2.634931506849315,4357,1305,75758,28447,4758565,True,True,Russian
1860,TobinatorLP,75346335,39645,660.75,1.8102739726027397,6001,1900,175789,23840,1561096,True,True,German
1861,CrankGameplays,75166455,23775,396.25,1.0856164383561644,16441,3161,468357,337471,1332488,True,True,English
1862,OnlyMXC,75018660,397830,6630.5,18.165753424657535,2043,188,48670,46146,496404,False,True,English
1863,VeRsuta,74984385,95055,1584.25,4.340410958904109,3434,788,487502,16490,3617992,True,False,Russian
1864,RangoWePlay,74977860,73425,1223.75,3.3527397260273974,4835,1020,81552,12711,684328,True,False,Russian
1865,AutomaticJak,74912955,163920,2732.0,7.484931506849315,5239,456,78150,21630,6714342,True,False,English
1866,Reversal,74855130,148575,2476.25,6.784246575342466,4092,503,88428,62940,2503440,True,False,English
1867,TannerSlays,74825535,134670,2244.5,6.14931506849315,12416,555,125722,31966,1454347,True,True,English
1868,DanGheesling,74796435,95190,1586.5,4.346575342465753,25506,785,91786,27994,2368434,True,False,English
1869,leplol1,74785380,103260,1721.0,4.715068493150685,9014,724,155340,60450,1964962,False,False,Portuguese
1870,Panduh,74780775,100185,1669.75,4.574657534246575,4049,745,86479,69813,1395513,True,False,English
1871,Etalyx,74776350,159195,2653.25,7.269178082191781,4850,469,58463,9673,789942,True,True,English
1872,SgtGrafoyni,74773965,145785,2429.75,6.656849315068493,5764,512,28292,18129,2344556,True,False,Russian
1873,Rainbow6JP,74757585,47010,783.5,2.1465753424657534,8273,1589,55810,17247,2507985,True,False,Japanese
1874,Apryze,74710890,153270,2554.5,6.998630136986302,6785,486,119300,107659,1607093,True,False,English
1875,Beikka,74616840,82710,1378.5,3.776712328767123,27079,901,122611,125063,2689415,False,True,Spanish
1876,Larvinen12,74581155,103125,1718.75,4.708904109589041,5746,722,52274,35125,1724103,True,True,Finnish
1877,NOHITJEROME,74547735,157125,2618.75,7.174657534246576,2290,473,33078,30164,3158054,True,False,English
1878,xLie,74497785,92475,1541.25,4.222602739726027,6007,805,85211,52231,804940,True,False,English
1879,MarcoOPz,74497770,219600,3660.0,10.027397260273972,12328,338,103138,6455,1335574,True,True,German
1880,TipTrez,74439075,208365,3472.75,9.514383561643836,4015,357,6328,6549,109193,False,True,German
1881,souljaboy,74415270,42570,709.5,1.9438356164383561,16934,1747,711421,624485,3118636,True,False,English
1882,Pink_Sparkles,74375130,23430,390.5,1.0698630136986302,20828,3173,1061785,233799,7154156,True,True,English
1883,polsatgames2,74358135,88890,1481.5,4.058904109589041,9776,835,33253,33229,5644535,True,False,Polish
1884,Cringer,74280090,160815,2680.25,7.343150684931507,2069,461,34679,5924,930235,True,False,English
1885,TEBtv3,74272650,38385,639.75,1.7527397260273974,11407,1934,32474,29958,5199779,True,False,English
1886,Ziqoftw,74184510,79110,1318.5,3.6123287671232878,11825,937,208275,16457,2393036,True,False,English
1887,Smokaloke,74135625,163560,2726.0,7.468493150684932,2798,452,63094,7087,855278,True,True,English
1888,Momo,74111505,59205,986.75,2.7034246575342467,12778,1251,170290,95944,1288586,True,True,English
1889,Zhmil,74070315,112230,1870.5,5.124657534246575,4204,659,38082,31146,1834586,False,True,Russian
1890,PoliciaEmAcao,74069325,107610,1793.5,4.913698630136986,2254,687,285738,143118,2806968,True,False,Portuguese
1891,ArtGamesLP,74066340,115035,1917.25,5.252739726027397,5362,643,54118,13424,5183103,True,False,Russian
1892,Zapman,74064810,113985,1899.75,5.204794520547945,1852,649,118593,14740,1031282,True,True,English
1893,FRAN,73906200,71625,1193.75,3.2705479452054793,25192,1031,248286,35353,5438777,True,False,English
1894,류제홍_ (wpghd321),73868295,69690,1161.5,3.182191780821918,9289,1059,295624,50237,3356381,True,False,Korean
1895,Drainerx,73803015,116790,1946.5,5.332876712328767,2274,631,77899,10821,2337436,True,False,English
