,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
2503,TES_csgo,53995665,49350,822.5,2.2534246575342465,11057,1093,27753,16795,1333957,True,False,Finnish
2504,LivenowMedia,53982375,275130,4585.5,12.563013698630137,2120,195,12710,11624,669846,False,True,English
2505,蒼汁 (aojiru2581),53942310,82650,1377.5,3.7739726027397262,3349,652,12067,1853,1074089,False,False,Japanese
2506,AmslowTW,53937465,55980,933.0,2.5561643835616437,4971,963,91546,41655,644733,True,False,French
2507,serega_pirat,53925180,49875,831.25,2.2773972602739727,6493,1080,89556,56961,2727311,True,False,Russian
2508,theMYSTIC7hwd,53922675,74745,1245.75,3.413013698630137,5320,721,130454,109642,898271,True,False,English
2509,JiNo_DesTroYeR,53922045,32925,548.75,1.5034246575342465,9135,1637,68397,26071,2414751,True,False,Spanish
2510,Yunicorn19,53916570,118830,1980.5,5.426027397260274,3866,453,72042,26605,2062505,True,False,English
2511,PVPX,53894175,146175,2436.25,6.674657534246576,17979,368,197095,42635,2381750,True,False,English
2512,woops,53848515,88095,1468.25,4.022602739726027,3248,610,127977,13722,759650,True,True,English
2513,CritterVision,53842965,514515,8575.25,23.493835616438357,2021,104,33740,29660,664088,True,False,English
2514,waveigl,53787885,211605,3526.75,9.662328767123288,1809,253,221502,63944,2798363,True,True,Portuguese
2515,BigJon,53786385,102870,1714.5,4.697260273972603,22114,522,113215,8310,3564499,True,False,English
2516,kitohhhh,53750550,100935,1682.25,4.608904109589041,2496,532,84320,57680,1362766,True,True,Spanish
2517,Flyrie,53708925,142500,2375.0,6.506849315068493,4457,376,54928,37479,1658700,True,True,Portuguese
2518,Macaw45,53708580,100800,1680.0,4.602739726027397,1396,532,15572,3571,419700,True,False,English
2519,신해조1 (shinhaejo),53664045,53325,888.75,2.434931506849315,4969,1005,45886,32611,1494705,False,False,Korean
2520,littlesiha,53648220,54765,912.75,2.500684931506849,21748,979,160971,32731,4799793,True,False,English
2521,AngryTestie,53643090,299670,4994.5,13.683561643835617,653,178,64977,3626,937528,True,False,English
2522,LetsGiveItASpin,53615415,67515,1125.25,3.0828767123287673,2284,793,56975,24352,1229871,False,True,English
2523,BeyazSakalOnuron,53599590,188025,3133.75,8.585616438356164,3342,284,69202,18279,2041395,True,False,Turkish
2524,Ettnix,53587170,170880,2848.0,7.802739726027397,13459,313,120558,36591,6053612,True,False,Swedish
2525,모카형 (oilj_far),53577075,154605,2576.75,7.05958904109589,1878,346,43168,26024,1164233,True,False,Korean
2526,LolyPokicake,53549850,43950,732.5,2.006849315068493,9135,1218,95378,71009,1439886,True,False,French
2527,MITSIDO,53544090,6615,110.25,0.30205479452054795,19904,8093,125038,120690,3004520,False,False,German
2528,鳥屎 (scspple7545),53541495,32940,549.0,1.5041095890410958,5755,1625,221698,20637,2333042,True,True,Chinese
2529,BTURBO,53526555,95520,1592.0,4.361643835616438,2211,559,140031,42755,2566812,True,True,Hungarian
2530,gamersloungegr,53526075,29250,487.5,1.3356164383561644,12171,1829,42313,26232,1627912,True,False,Greek
2531,Amazonian,53456700,121635,2027.25,5.554109589041096,18790,439,43862,10628,1627275,True,False,English
2532,Koogs46,53448405,45510,758.5,2.078082191780822,3811,1173,68089,39801,525038,True,False,English
2533,Sydeon,53444715,59670,994.5,2.7246575342465755,25547,895,156468,132523,1705442,True,False,English
2534,Orzanel,53434635,131730,2195.5,6.015068493150685,2811,405,93625,15995,3989290,True,True,English
2535,StarCityGames,53390865,36150,602.5,1.6506849315068493,7337,1476,186250,4127,1175729,True,False,English
2536,NoSoyUnYtuber,53324700,194865,3247.75,8.897945205479452,952,273,95295,82070,5101338,True,False,Spanish
2537,Maxylobes,53312925,101475,1691.25,4.633561643835616,4782,524,50416,7183,860468,True,True,English
2538,forg1,53309490,69210,1153.5,3.16027397260274,15217,769,75409,67159,2229996,True,False,Spanish
2539,syrinxx1337,53299395,60945,1015.75,2.782876712328767,4291,874,117289,10822,1187655,True,False,German
2540,uLISES,53281290,44460,741.0,2.03013698630137,29272,1197,85817,77920,2446205,True,False,Spanish
2541,gamergirl,53269740,41685,694.75,1.9034246575342466,4608,1277,180458,117133,2238360,True,False,English
2542,dtoke,53240535,17250,287.5,0.7876712328767124,29651,3085,511041,494275,3158804,True,False,Spanish
2543,정질 (jungjil),53206230,132075,2201.25,6.030821917808219,4266,402,32827,3394,1604806,True,False,Korean
2544,葉子 (senyeyezi),53128560,55515,925.25,2.5349315068493152,4339,956,145538,9637,2863454,True,True,Chinese
2545,DooleyNotedGaming,53127915,51765,862.75,2.3636986301369864,3990,1025,152000,40288,857394,True,False,English
2546,robergalati,53123700,42180,703.0,1.926027397260274,15568,1259,203537,178479,1634032,True,True,Spanish
2547,zonixxcs,53085135,82665,1377.75,3.7746575342465754,9934,641,120277,20120,2233580,True,False,German
2548,藍仙子儒儒 (liuliu_wei),53069370,176115,2935.25,8.041780821917808,1181,300,27369,5651,2101515,True,False,Chinese
2549,Robfortes,53069160,86100,1435.0,3.9315068493150687,3655,615,74781,26499,459420,True,False,Portuguese
2550,DanielaAzuaje_,53004255,62610,1043.5,2.8589041095890413,7307,846,369569,139795,3359433,True,True,Spanish
2551,PrivatePinguin,52979265,115665,1927.75,5.281506849315068,7230,457,21746,8282,4179972,True,False,German
2552,dhtekkz,52974435,19935,332.25,0.9102739726027397,18364,2657,307457,164574,1537873,True,False,English
2553,Drunge59,52967985,233595,3893.25,10.666438356164383,1035,226,38316,3142,981731,True,False,French
2554,ぐぐってみぃ (gugu2525),52935930,116940,1949.0,5.33972602739726,1353,452,65503,15593,2585083,True,False,Japanese
2555,markoLASSO,52906455,44730,745.5,2.0424657534246577,6035,1182,25435,22972,571021,False,True,English
2556,Gnu_Live,52855185,46725,778.75,2.1335616438356166,6507,1130,273554,175351,3388398,True,True,German
2557,sakonoko_game,52818990,54360,906.0,2.4821917808219176,5188,971,51203,12278,2239001,True,False,Japanese
2558,Circon,52791150,74025,1233.75,3.3801369863013697,7268,712,129487,7643,1143210,True,False,English
2559,maximocuevas,52779555,43245,720.75,1.9746575342465753,6214,1220,95177,61912,873474,True,False,Spanish
2560,KenoLive,52704540,41730,695.5,1.9054794520547946,6087,1262,137597,71457,2430450,True,False,Turkish
2561,IreliaCarriesU,52689960,64335,1072.25,2.9376712328767125,4648,818,173830,47129,1383347,True,False,English
2562,Ache,52686585,129975,2166.25,5.934931506849315,4211,404,151953,133094,5724394,True,False,Spanish
2563,Wolfangkillers,52657230,162165,2702.75,7.404794520547945,7949,324,169106,75684,3218204,True,True,Spanish
2564,realMoji,52649625,25980,433.0,1.1863013698630136,7418,2026,296067,189767,1101029,True,False,German
2565,AF5live,52628355,33960,566.0,1.5506849315068494,7103,1549,135825,116643,2055181,True,False,French
2566,djrayraytaiwan,52615785,18255,304.25,0.8335616438356165,17454,2881,40931,40322,14235184,True,False,English
2567,Kwitty23,52571775,125745,2095.75,5.741780821917808,6045,417,60572,12943,4063162,True,False,English
2568,vsmzin,52567650,65115,1085.25,2.973287671232877,8322,806,181158,82763,2159757,True,True,Portuguese
2569,Psicotico_lolo,52557615,117720,1962.0,5.375342465753425,3807,446,227031,187279,3229339,True,False,Spanish
2570,DrekzeNN,52539135,73935,1232.25,3.376027397260274,5583,710,61569,56200,784856,True,False,Spanish
2571,RocketStreetLive,52537515,13920,232.0,0.6356164383561644,47991,3774,68014,44613,1124960,True,False,Spanish
2572,SOLIDFPS,52507665,140520,2342.0,6.416438356164384,9124,373,73542,20164,1115110,True,True,English
2573,EisohneWaffel,52469520,81210,1353.5,3.708219178082192,4772,645,107442,6629,3075721,True,True,German
2574,zai,52465740,13605,226.75,0.6212328767123287,13244,3856,217190,34131,1192754,True,True,English
2575,징가님 (o3ojingga),52421280,132510,2208.5,6.050684931506849,1277,395,24509,17151,1805052,True,False,Korean
2576,Werster,52377450,57675,961.25,2.6335616438356166,2907,907,145837,11382,609264,True,False,English
2577,Thiefs,52361985,140295,2338.25,6.406164383561644,20185,372,344925,72597,1467836,True,False,English
2578,lajefaok,52345410,53415,890.25,2.4390410958904107,14664,979,236780,201031,2213079,True,True,Spanish
2579,주펄 (noizemasta),52319775,35475,591.25,1.61986301369863,6458,1474,93635,72567,1917979,True,False,Korean
2580,santidead,52293270,26550,442.5,1.2123287671232876,9622,1969,292403,146556,1814339,True,False,Spanish
2581,Anakq,52278390,83310,1388.5,3.804109589041096,2518,627,78053,11181,3859266,True,False,Russian
2582,SINXPLAYSBR,52273395,128700,2145.0,5.876712328767123,1941,405,88090,16911,777141,True,True,Portuguese
2583,hurma,52264665,51240,854.0,2.33972602739726,7148,1019,158336,74608,5190639,True,False,Russian
2584,蛋捲 (cawai0147),52222395,56295,938.25,2.5705479452054796,7734,926,251677,16238,4844707,True,False,Chinese
2585,ArlieShaban,52201410,79140,1319.0,3.6136986301369864,3956,659,44141,11859,2293326,True,True,English
2586,TwoSync,52175835,38490,641.5,1.7575342465753425,6421,1355,168512,82430,555724,True,False,English
2587,Choice,52152435,76635,1277.25,3.499315068493151,3918,679,28973,15076,1139183,True,False,English
2588,PinkWardlol,52150335,153705,2561.75,7.0184931506849315,3785,338,312753,72616,1803022,True,False,English
2589,PECET0,52140375,63270,1054.5,2.889041095890411,17450,823,304740,264032,2183454,True,True,Spanish
2590,Central_Committee,52122540,94785,1579.75,4.328082191780822,4057,549,38335,23537,570863,True,False,English
2591,Dboy,52109805,72495,1208.25,3.3102739726027397,3200,718,59465,48201,607883,True,True,English
2592,한국프로야구4 (kbo4),52108755,19725,328.75,0.9006849315068494,14284,2641,34168,34136,2417172,True,False,Korean
2593,zkRa,52093965,43980,733.0,2.0082191780821916,18546,1184,79441,78488,2126800,True,True,Turkish
2594,fluyr,52083285,134505,2241.75,6.141780821917808,4229,386,168272,54026,1663903,True,False,Portuguese
2595,Newia,52081035,31890,531.5,1.4561643835616438,4227,1632,190848,108754,1526465,True,False,Czech
2596,maethe,52019025,89145,1485.75,4.07054794520548,6949,583,258142,164869,2182769,True,True,Portuguese
2597,serejaperviy,51973830,122190,2036.5,5.579452054794521,27647,424,62933,15829,1960749,True,False,Russian
2598,Yotobi,51944640,18120,302.0,0.8273972602739726,8193,2866,311849,66898,1873283,True,False,Italian
2599,Dimill,51931215,144450,2407.5,6.595890410958904,3173,358,33530,20448,4780228,True,False,Russian
2600,Carmen,51877680,53040,884.0,2.421917808219178,2974,977,131389,72609,764490,True,True,English
2601,GamerBee,51831150,137445,2290.75,6.276027397260274,2269,376,56213,3536,3420007,True,False,Chinese
2602,quake,51817035,22545,375.75,1.0294520547945205,10992,2297,63633,12041,1075485,True,False,English
2603,XenosysVex,51793485,108450,1807.5,4.9520547945205475,3560,477,55968,5433,915398,True,True,English
2604,DeMusliM,51785430,84075,1401.25,3.839041095890411,2063,615,108459,14214,1116405,True,False,English
2605,m0NESYoF,51766095,23940,399.0,1.093150684931507,5975,2161,266082,237895,5196706,True,False,Russian
2606,Sattelizer,51744165,92220,1537.0,4.210958904109589,4066,560,197628,18339,603082,True,False,English
2607,AlliedEsports,51718665,112425,1873.75,5.133561643835616,31652,459,48963,42491,2995553,False,False,English
2608,齊力斷金 (alex0920x),51666495,87885,1464.75,4.013013698630137,3740,587,69843,11034,1705105,True,False,Chinese
2609,Mew2King,51603330,110520,1842.0,5.046575342465753,5109,466,238398,50318,1041232,True,False,English
2610,ZalanRithnovszky,51580545,75660,1261.0,3.4547945205479453,3205,681,37476,22156,1682422,True,True,Hungarian
2611,AmazonMusic,51575250,18885,314.75,0.8623287671232877,58599,2730,113561,96334,14224777,True,False,English
2612,SoPrecious,51552330,175335,2922.25,8.006164383561643,2038,293,68512,28007,5056878,True,False,Turkish
2613,loud_voltan,51523005,19965,332.75,0.9116438356164384,16804,2580,577635,401315,1324175,True,False,Portuguese
2614,LemonGG,51495870,145965,2432.75,6.6650684931506845,2698,352,14159,7909,2786498,True,True,Chinese
2615,TdUpGolf,51494985,1845,30.75,0.08424657534246575,54339,27909,2604,2534,23352468,True,False,English
2616,가재맨1234 (rlgus1006),51494040,55995,933.25,2.5568493150684932,2478,919,69792,65291,1462508,True,False,Korean
2617,Mick3y54,51491415,121680,2028.0,5.556164383561644,4062,422,28445,17494,1029738,True,True,French
2618,MmarianaAlpha,51464475,15330,255.5,0.7,8460,3356,159690,132433,886122,False,False,Portuguese
2619,명훈 (mlchoins),51463575,93495,1558.25,4.269178082191781,6760,550,77548,18974,2037411,False,False,Korean
2620,Holiwhirl,51445125,96180,1603.0,4.391780821917808,15036,534,56388,34528,3049037,True,False,English
2621,Kertus,51434430,170625,2843.75,7.791095890410959,1055,300,54022,51556,2117224,True,False,Italian
2622,Graycen,51390960,109695,1828.25,5.008904109589041,4961,467,43162,21122,1134509,True,False,English
2623,GubbaTV,51381945,67335,1122.25,3.074657534246575,6417,762,314783,103791,1570492,True,False,English
2624,gnumme,51376800,58290,971.5,2.6616438356164385,3015,880,288486,2836,3692144,True,False,Russian
2625,SimCopter1,51333450,95400,1590.0,4.3561643835616435,12517,537,80482,4341,5770139,True,False,English
2626,偷米 (tommy181933),51324510,81750,1362.5,3.732876712328767,4392,627,65238,13416,1449727,True,False,Chinese
2627,dota2mc_ru3,51283350,10605,176.75,0.48424657534246573,49272,4835,56114,39059,3357810,True,False,Russian
2628,tutopolistv,51261300,110865,1847.75,5.0623287671232875,2408,462,269996,130579,1066563,False,False,German
2629,TiTavion,51250755,124815,2080.25,5.699315068493151,3559,409,33519,5129,2210207,True,False,French
2630,DZPRINCE,51248565,28080,468.0,1.2821917808219179,7021,1824,336811,93967,862433,True,False,French
2631,Ultia,51240570,77685,1294.75,3.547260273972603,5858,659,105423,85898,2048420,True,False,French
2632,TheAlvaro845,51234735,30390,506.5,1.3876712328767122,12684,1685,522249,326483,3109439,True,False,Spanish
2633,MarckozHD,51166050,57330,955.5,2.617808219178082,4906,892,246266,34781,4756060,True,False,Danish
2634,StreamiiiTV,51158130,187005,3116.75,8.539041095890411,1813,273,34232,22371,2914478,True,False,Italian
2635,Giuse360,51144360,67425,1123.75,3.078767123287671,8950,758,131534,60107,398791,True,False,Italian
2636,speros_,51098520,90090,1501.5,4.1136986301369864,4169,566,76692,32284,491735,False,False,English
2637,Mushu,51093555,78135,1302.25,3.567808219178082,5856,653,78020,50155,1429623,True,False,English
2638,neeko,51091200,33915,565.25,1.5486301369863014,23424,1506,333591,290157,4814240,True,False,English
2639,BarstoolSports,51075495,84375,1406.25,3.8527397260273974,14756,604,116945,41409,14189332,True,False,English
2640,LEGIQN,51033270,73875,1231.25,3.3732876712328768,11193,690,215750,43473,699423,True,True,English
2641,rustyemote,51029775,82455,1374.25,3.765068493150685,4899,618,26218,4726,75182,False,True,English
2642,Jashlem,51026460,8910,148.5,0.40684931506849314,18173,5726,440204,385642,676275,True,False,Spanish
2643,memreyildiz,51020910,33900,565.0,1.547945205479452,12391,1504,205249,115433,2118155,True,True,Turkish
2644,Kaymind,51005655,143745,2395.75,6.563698630136987,3589,354,152311,17127,2179158,True,True,English
2645,Zentreya,51005580,65940,1099.0,3.010958904109589,8804,773,94394,62349,1382605,True,False,English
2646,ItsSky,50999115,86415,1440.25,3.945890410958904,7279,589,234777,80947,2161834,True,False,English
2647,actionjaxon,50994090,96525,1608.75,4.407534246575342,40178,527,146914,17070,6599947,True,True,English
2648,JadetheJaguar,50994030,62025,1033.75,2.8321917808219177,7810,821,185168,68853,3145884,True,True,English
2649,woodspices,50985555,90045,1500.75,4.111643835616438,2782,565,9012,6395,973517,True,True,French
2650,Richterlol,50946885,80730,1345.5,3.686301369863014,3858,630,59607,1131,47830,True,True,Spanish
2651,Yeatle,50943630,105945,1765.75,4.837671232876712,3486,480,112918,40245,1032245,True,True,English
2652,akaStinger,50940165,119295,1988.25,5.447260273972603,2755,426,22399,19067,1952918,True,False,Russian
2653,Sabaku_no_Sutoriimaa,50916465,42090,701.5,1.9219178082191781,10688,1209,139558,57374,2055018,True,False,Italian
2654,JasonSulli,50879580,93660,1561.0,4.276712328767124,2249,542,72734,39906,1081874,True,False,English
2655,Fonbet_FIFA,50858430,191025,3183.75,8.722602739726028,1559,265,81680,7735,6263035,True,False,Russian
2656,UMGGaming,50846115,35430,590.5,1.6178082191780823,17879,1434,210444,11362,2612162,True,False,English
2657,Bananirou,50842170,59205,986.75,2.7034246575342467,4459,858,127712,105727,1406106,True,True,Spanish
2658,ManuelFerraraTV,50812440,78525,1308.75,3.585616438356164,9612,646,346404,81544,2349332,True,True,French
2659,Gamingo,50775540,60285,1004.75,2.7527397260273974,3240,841,48872,24043,1129676,True,True,French
2660,넌재임 (poqrs3077),50772495,76680,1278.0,3.5013698630136987,9498,661,148628,39993,2204304,False,False,Korean
2661,GradyWhite_,50772300,34905,581.75,1.5938356164383563,29399,1454,174304,164368,1071479,True,False,Spanish
